Artikelnummer;Beskrivning;Artikel ersatt av;Artikel har utgått;Cirkapris exkl.moms;Gammalt Klippo,Gardena nr;EAN kod;
540 00 59-66;KNIV DELTA;;0;56.0;;7391883450987;
540 00 71-49;HANDTAG KOPPLINGS-;;0;319.2;;7391883451120;
540 00 74-07;GASVAJER KPL.;;0;187.2;;7391883451427;
540 00 74-19;LÄNK KPL.;;0;68.8;;7391883451540;
540 00 75-75;AXEL KPL.;;0;3512.0;;7391883451762;
540 00 76-00;MOTVIKT 36 LBS;;0;1360.0;;7391883451786;
540 00 76-35;HJUL KPL. M. AXEL;;0;888.0;;7391883451939;
540 00 91-27;LAGER 5/6";;0;444.0;;7391883451991;
540 01 01-61;HJUL;;0;491.2;;7392930214675;
540 01 83-01;HANDTAG FRÄMRE KPL;;0;493.0;;7391883452004;
540 01 84-01;REM, POLY-V ASSY, K1250 14";;0;628.0;;7391883187500;
540 01 84-02;REM, POLY-V ASSY, K1250 16";;0;564.0;;7391883187517;
540 01 84-03;REM, POLY-V ASSY, K1250 16"RAI;;0;566.0;;7391883187524;
540 01 84-04;REM, POLY-V ASSY, K2500;;0;402.0;;7391883187531;
540 02 00-25;HJUL;;0;1128.0;;7391883452011;
540 02 02-10;BRYTARE;;0;386.4;;7391883452103;
540 02 02-16;HJUL HÖ.;;0;2872.0;;7391883452134;
540 02 02-20;SKRUV KIT;;0;66.4;;7391883452172;
540 02 02-22;DEFLEKTOR KIT, BAKRE;;0;571.2;;7391883452196;
540 02 02-25;KÅPA;;0;2024.0;;7391883452219;
540 03 02-19;ARM KPL.;;0;1512.0;;7391883452264;
540 05 28-01;DRIVHJUL, 14";;0;526.0;;7391883452295;
540 05 28-03;DRIVHJUL, 16";;0;465.0;;7391883452301;
540 05 28-04;DRIVHJUL;;0;348.0;;7391883732823;
540 05 34-01;HJUL;;0;376.0;;7391883452325;
540 05 37-01;HÄVARM;;0;58.4;;7391883452332;
540 05 38-01;RIGGRÖR KPL;;0;396.8;;7391883452349;
540 05 40-04;VRED KIT;;0;98.4;;7391883452370;
540 05 40-08;VRED;;0;170.4;;7391883452417;
540 05 40-11;SKRUVSATS;;0;97.6;;7391883452448;
540 05 40-16;BUSSNING KIT;;0;275.2;;7391883452486;
540 05 48-01;HYDRAULRÖR;;0;382.4;;7391883452868;
540 05 49-01;AIR PURGE;;0;58.0;;7391736188746;
540 05 49-02;AIR PURGE;;0;126.4;;7391883674406;
540 05 55-01;TÄNDMODUL;;0;521.6;;7392930080843;
540 05 56-01;TÄNDMODUL;;0;521.6;;7392930080850;
540 05 68-01;MANÖVERDON;;0;1072.0;;7391883452899;
540 05 73-01;STÖD;;0;20.8;;7391883452905;
540 05 75-02;FJÄDERKASSETT KPL;;0;100.0;;7391883674413;
540 05 79-01;PUMPKOLV;;0;123.2;;7391883452929;
540 05 79-02;PUMPKOLV;;0;46.4;;7392930323315;
540 05 93-01;KABLAGE;;0;3760.0;;7391883452950;
540 05 96-02;BATTERI 210C/260ACX;;0;1184.0;;7391883495926;
540 06 03-01;DISPLAY;;0;684.0;AM220;7391883452998;
540 06 03-03;DISPLAY;;0;1016.0;AM230,265,265;7391883197509;
540 06 08-01;FILTERLOCK;;0;108.0;;7391883453018;
540 06 12-01;GRÄSKLIPPARRENGÖRINGKIT LMO005;;0;152.0;;7391736020251;
540 06 19-02;KOPPLING;;0;6472.0;;7391883195420;
540 06 21-02;FLÄNS;;0;904.0;;7391883187128;
540 06 22-01;DISTANSBRICKA;;0;376.0;;7391883453025;
540 06 23-01;FLÄNS;;0;1056.0;;7391883453032;
540 06 33-01;KEDJESTYRARE;;0;36.8;;7391883453056;
540 06 82-01;VERKTYG;;0;56.0;;7391883453216;
540 06 83-01;VERKTYG;;0;90.4;;7391883591819;
540 06 86-01;BAKAXEL KPL;;0;430.4;;7391736126991;
540 07 01-01;HÅLLARE;;0;6.4;;7391883453223;
540 07 50-51;HJUL 8*1 3/4;;0;324.0;;7391883453254;
540 09 10-11;KLÄMMA;;0;39.2;;7391883453278;
540 09 10-12;SKRUV;;0;23.2;;7391883453285;
540 20 00-27;DEKAL;;0;76.8;;7391883453346;
540 20 05-78;0MBYGGNADS SATS F. REM & VAJE;;0;912.0;;7391883453414;
541 20 05-29;TIMMÄTARE;;0;874.0;;7391883602737;
541 20 19-76;BRYTARE, VATTENPUMP;;0;174.0;;7391883711712;
541 20 33-99;KEY;;0;21.6;;7393089129575;
541 20 73-39;KOPPLING;;0;354.0;;7391883703526;
541 20 74-66;TOLK;;0;443.0;;7391883732854;
541 20 75-09;KOPPLING;;0;425.0;;7391883703533;
541 20 75-43;FITTING;;0;206.0;;7391883703564;
541 20 75-44;FITTING;;0;768.0;;7391883639092;
541 20 75-45;FITTING;;0;554.0;;7391883639108;
541 20 75-69;HANDTAG;;0;145.0;;7391883699300;
541 20 75-84;RÖR;;0;170.0;;7391883703601;
541 20 75-90;KÅPA;;0;458.0;;7391883703618;
541 20 76-13;LAGER;;0;133.0;;7391883703625;
541 20 76-22;DEKAL;;0;280.0;;7391883602348;
541 20 83-63;PIPE. 14" BG;;0;445.6;;7392930129924;
541 40 12-02;TANGENT;;0;53.0;;7391883695531;
541 40 49-36;MOTOR ADAPTER PLATE;;0;336.8;;7392930209275;
542 17 23-89;SKRUV;;0;12.0;;7391883686218;
542 19 80-72;GUARD TRANSMISSION F1200T;;0;15040.0;;7391883674451;
542 19 96-03;WATER TUBE ASSY. 42";;0;1016.0;;7392930175204;
542 75 62-47;PLATTA;;0;243.6;;7393080429339;
542 75 62-50;PLATE SKID;;0;999.6;;7393080518781;
542 76 73-55;SKID PLATE  13.5" STD STAINLES;;0;1123.5;;7393080862983;
543 04 33-57;NUT QUICK CONNECTION FLANGE;;0;405.0;30639638;3535620030887;
543 06 72-72;300 25.4/20 40.0X2.8X10.AS65+;;0;2396.0;;5410297614012;
543 85 01-75;NUT, MOTOR AXLEABLE MOTOR (S.P;;0;20.0;1B19753;5414133197530;
543 85 02-14;NUT, MOTOR 0.8 KW (SPARE PART);;0;10.0;;5414133197790;
544 00 00-04;PDB TEST;;0;68.0;;;
544 00 00-05;PDB TEST;;0;31.2;;;
544 00 00-07;PDB TEST SV......NY TEST;;0;366.4;CS 1234;;
544 00 00-08;PDB TEST.;;0;2688.0;;;
544 00 00-09;PDB TEST;;0;1032.0;CS TEST 123;;
544 00 00-10;PDB TEST;;0;408.8;CR TEST 23;;
544 00 00-12;PDB TEST;;0;713.6;;;
544 00 00-14;PDB TEST;;0;650.4;;;
544 00 00-15;PDB TEST;;0;660.0;;;
544 00 04-01;PLÅT;;0;60.0;;7391883454350;
544 00 19-01;FILTER;;0;220.8;;7391883454367;
544 00 22-01;PACKNINGSSATS;;0;135.2;;7391883454374;
544 00 24-02;STARTAPPARAT;;0;253.6;;7393080684318;
544 00 25-03;STARTAPPARAT KPL;;0;605.6;;7391883674468;
544 00 29-01;BUSSNING;;0;281.6;;7391883454428;
544 00 34-01;BUSSNING;;0;125.6;;7391883454473;
544 00 34-02;BUSSNING;;0;177.6;;7391883454480;
544 00 46-01;REMSKIVA;;0;396.0;;7391883454497;
544 00 48-02;TRANSPORTSKYDD;;0;88.8;;7391883454510;
544 00 55-04;KEDJEBROMS KPL;;0;747.2;;7391883454527;
544 00 65-02;CYLINDER KPL;;0;3760.0;;7391883454534;
544 00 68-01;KIT KROCKSENSOR;;0;68.0;;7391883454541;
544 00 74-01;DISTANS;;0;144.8;;7391883454565;
544 00 78-01;FÄSTE REMSPÄNNARE;;0;38.0;;7391883454589;
544 00 89-02;LAGER;;0;620.8;;7391883454602;
544 00 90-01;LAGERHUS;;0;197.6;;7391883837917;
544 00 90-02;LAGERHUS;;0;197.6;;7391883454619;
544 00 95-01;SUGLEDNING;;0;523.2;;7391883454633;
544 00 97-01;RÖRKOPPLING;;0;106.4;;7391883454640;
544 01 00-01;PACKNING;;0;32.8;;7391883454657;
544 01 00-02;PACKNING;;0;29.6;;7391883454664;
544 01 00-03;PACKNING;;0;87.2;;7391883764862;
544 01 00-05;PACKNING;;0;32.8;;7391736194181;
544 01 01-01;KOPP;;0;77.6;;7391883454671;
544 01 02-01;STARTAPPARATHUS;;0;175.2;;7392930080867;
544 01 03-02;STARTAPPARAT KPL;;0;428.8;;7392930080874;
544 01 10-02;FILTERHÅLLARE KPL;;0;74.4;;7391883454695;
544 01 11-01;FILTERHÅLLARE;;0;64.0;;7391883987476;
544 01 13-01;KROCKSENSOR KPL;;0;56.8;;7391883454701;
544 01 14-01;STARTHAKE;;0;31.2;;7391883454718;
544 01 19-01;RÖR;;0;340.0;;7391883454756;
544 01 24-01;DISTANSHYLSA;;0;47.2;;7391883454787;
544 01 30-01;RÖR;;0;360.0;;7391883454800;
544 01 31-01;VINTERSATS;;0;101.6;;7391883454817;
544 01 33-01;RÖR;;0;339.2;;7391883454824;
544 01 36-03;KASTSKYDD KPL;;0;269.6;;7392930080881;
544 01 36-04;KASTSKYDD KPL;;0;258.4;;7392930080898;
544 01 38-01;TÄTNING;;0;96.0;;7391883454848;
544 01 43-01;NÄT;;0;276.0;;7391883454855;
544 01 46-01;HÄVARM;;0;53.6;;7391883454862;
544 01 47-01;BÄLG;;0;25.6;;7391883454879;
544 01 54-02;VENTIL;;0;544.8;;7391883454886;
544 01 56-01;RÖRKOPPLING;;0;201.6;;7391883454916;
544 01 65-01;KLINGSKYDD SÅG;;0;232.0;;7391883454947;
544 01 67-01;DEKAL, 340;;0;19.2;;7391883454961;
544 01 67-02;DEKAL 345E;;0;19.2;;7391883454978;
544 01 68-01;BLADMÅTT, LUFTGAP 0,2 MM;;0;56.8;;7391883454985;
544 01 69-01;TANK;;0;4288.0;;7391883454992;
544 01 70-01;LOCK;;0;30.4;;7391883455005;
544 01 71-01;SLANG;;0;856.0;;7391883455012;
544 01 72-01;SLANG;;0;728.0;;7391883455029;
544 01 74-01;SLANG;;0;592.8;;7391883455036;
544 01 76-01;BYGEL;;0;12.0;;7391883455050;
544 01 78-02;HYLSA;;0;42.4;;7391883455067;
544 01 86-01;TÄNDMODUL;;0;774.4;;7391883455104;
544 01 87-01;TÄNDMODUL;;0;774.4;;7392930080904;
544 01 91-01;HYLSA;;0;37.6;;7391883455135;
544 01 98-03;TÄNDSYSTEM;;0;774.4;;7391883486986;
544 01 99-02;STYRHÅLLARE;;0;114.4;;7391883455159;
544 02 00-01;KABLAGE KPL;;0;400.0;;7391883455166;
544 02 05-01;RÖRKOPPLING;;0;110.4;;7391883455197;
544 02 09-01;KLÄMMA;;0;61.6;;7391883455203;
544 02 09-02;KLÄMMA;;0;32.8;;7391883455210;
544 02 09-03;HÅLLARE;;0;65.6;;7391736173872;
544 02 44-01;RÖR;;0;356.0;;7391883455234;
544 02 45-01;RÖR;;0;384.0;;7391883455241;
544 02 58-01;SKENA, CHOKEREGLAGE;;0;12.0;;7391883455258;
544 02 65-02;STÄNKSKYDD KPL;;0;328.0;;7391883455265;
544 02 65-03;STÄNKSKYDD KPL;;0;323.2;;7392930080928;
544 02 66-01;SKYDD;;0;110.4;;7391883455272;
544 02 66-03;SLANGSKYDD;;0;129.6;;7391883455296;
544 02 66-07;SLANGSKYDD;;0;120.0;;7391883605738;
544 02 67-01;RÖRKOPPLING;;0;241.6;;7391883455302;
544 02 71-01;SKYDDSPLÅT;;0;505.6;;7391883455326;
544 02 83-01;LJUDDÄMPARE KPL;;0;425.6;;7391883455333;
544 02 83-02;LJUDDÄMPARE KPL;;0;444.8;;7391883455340;
544 02 84-01;LJUDDÄMPARE KPL;;0;436.8;;7391883455357;
544 02 85-01;LJUDDÄMPARE KPL;;0;497.6;;7391883455364;
544 02 94-01;DISTANSHYLSA;;0;25.6;;7391883455401;
544 02 95-01;LJUDDÄMPARE KPL;;0;559.2;;7391883455418;
544 02 95-02;LJUDDÄMPARE KPL;;0;502.4;;7391883455425;
544 02 97-02;LJUDDÄMPARE KPL;;0;536.0;;7391883455432;
544 02 98-01;SKENA;;0;24.0;;7391883455449;
544 03 02-01;LJUDDÄMPARE KPL;;0;580.8;;7391883455456;
544 03 02-02;LJUDDÄMPARE KPL;;0;533.6;;7391883455463;
544 03 21-01;STÄNKSKYDD NEDRE;;0;151.0;;7391883455470;
544 03 21-02;STÄNKSKYDD;;0;58.0;;7391883455487;
544 03 22-01;PLATTA;;0;73.0;;7391883455494;
544 03 64-01;SVÄRDSBULT;;0;26.4;;7391883455500;
544 03 67-02;KNIV,LM2147;;0;228.0;;7392930042025;
544 03 68-40;RUNDFIL 4,0MM 2-PACK;;0;32.0;;7392930042032;
544 03 68-45;RUNDFIL 4.5MM 2PACK;;0;32.0;;7392930042049;
544 03 68-48;RUNDFIL 4.8MM 2-PACK;;0;32.0;;7392930042056;
544 03 68-55;RUNDFIL 5.5MM 2-PACK;;0;32.0;;7392930042063;
544 03 86-01;LINHJUL;;0;40.0;;7391883455517;
544 03 87-02;MEDBRINGARE;;0;98.4;;7391883455524;
544 03 88-02;FJÄDER;;0;95.2;;7391883455531;
544 03 89-01;VEVHUS KPL.;;0;1128.0;;7391883455548;
544 03 90-01;VEVAXEL;;0;1016.0;;7391883455555;
544 03 92-01;BUSSNING;;0;57.0;;7391883455562;
544 03 94-01;CYLINDER KPL;;0;1832.0;;7391883455579;
544 03 96-02;MOTVIKT;;0;600.0;;7391883141946;
544 03 99-01;SATS DRIVAXEL;;0;370.4;;7391883455609;
544 03 99-02;SATS DRIVAXEL;;0;429.6;;7391883455616;
544 03 99-04;DRIVAXEL, SATS;;0;596.0;;7391883147924;
544 04 20-02;HANDTAGSINLÄGG;;0;42.4;;7392930080942;
544 04 20-03;HANDTAG;;0;42.4;;7391736237260;
544 04 20-04;HANDLE INSERT  ZENOAH/REDMAX B;;0;42.4;;7391736329446;
544 04 30-01;PACKNING;;0;29.6;;7391883455654;
544 04 31-01;PACKNING;;0;32.8;;7391883455661;
544 04 33-01;MELLANSTYCKE;;0;42.4;;7391883455678;
544 04 36-01;AXEL;;0;259.2;;7391883455685;
544 04 40-01;AXEL;;0;259.2;;7391883455692;
544 04 41-01;DEKAL;;0;36.0;;7391883455708;
544 04 42-05;TILLBEHÖRSPÅSE;;0;300.8;;7391883455739;
544 04 42-06;TILLBEHÖRSPÅSE;;0;56.0;;7391883674482;
544 04 42-10;TILLBEHÖRSPÅSE;;0;511.2;;7391883721377;
544 04 42-12;TILLBEHÖRSPÅSE;;0;311.2;;7391883749869;
544 04 44-02;LOCK;;0;83.2;;7391883162026;
544 04 45-01;SATS, HYLSOR;;0;72.8;;7391883455746;
544 04 52-01;OLJA 1L;;0;47.2;;7392930042193;
544 04 65-02;O-RING;;0;24.0;;7391883455777;
544 04 65-03;O-RING;;0;25.6;;7391883581599;
544 04 65-05;O-RING;;0;25.6;;7391883576465;
544 04 65-06;O-RING;;0;9.6;;7391883705889;
544 04 70-01;TÄNDMODUL;;0;774.4;;7391883455784;
544 04 71-01;TÄNDMODUL;;0;774.4;;7391883455791;
544 04 71-02;TÄNDMODUL;;0;774.4;;7391736403795;
544 05 66-01;CHOKESPJÄLL;;0;59.2;;7391883455814;
544 05 67-01;HÄVARM;;0;62.4;;7391883455821;
544 05 77-01;STYRNING;;0;38.0;;7391883455869;
544 05 81-01;STYRHÅLLARE;;0;238.4;;7391883455876;
544 05 81-02;STYRHÅLLARE;;0;176.0;;7392930080973;
544 06 00-01;FÄSTE AVDRAGARE;;0;524.0;;7391883455883;
544 06 00-02;FÄSTE, AVDRAGARE KPL, K750 K96;;0;156.0;;7391883187616;
544 06 01-01;LOCK;;0;143.5;;7391883588239;
544 06 03-01;PACKNING;;0;11.98;;7391883581063;
544 06 12-01;SKRUV;;0;14.88;;7391883455890;
544 06 14-01;GASSPÄRR;;0;44.8;;7391883455906;
544 06 20-01;LAGER;;0;61.6;;7391883455920;
544 06 40-01;KUGGHJUL SATS;;0;1480.0;;7391883455944;
544 06 42-01;STARTAPPARATHUS;;0;177.6;;7391883455951;
544 06 43-01;STARTAPPARAT KPL;;0;605.6;;7391883455968;
544 06 43-04;STARTAPPARAT KPL;;0;605.6;;7391883455999;
544 06 49-01;KNIVFÄSTE;;0;72.8;;7391883456002;
544 06 55-09;KLIPPKÅPA KPL;;0;4168.0;;7391883456040;
544 06 58-01;PLUGG;;0;604.8;;7391883456088;
544 06 61-01;VINGMUTTER;;0;38.4;;7391883456125;
544 06 63-01;KÅPA;;0;380.8;;7391883456132;
544 06 63-02;KÅPA;;0;321.6;;7391883456149;
544 06 65-01;STAG;;0;628.8;;7391883456170;
544 06 69-02;SKYDDSBÅGE;;0;1872.0;;7391883456200;
544 06 74-01;RAM;;0;1880.0;;7391883456217;
544 06 79-01;AXEL;;0;364.0;;7391883456248;
544 06 79-02;AXEL;;0;180.8;;7391883456255;
544 06 79-03;AXEL;;0;130.4;;7391883456262;
544 06 80-02;DISTANS;;0;107.2;;7391883456286;
544 06 80-03;DISTANSHYLSA;;0;97.6;;7391883456293;
544 06 83-01;KABLAGE;;0;181.6;;7391883456323;
544 06 86-01;KULLAGER;;0;59.2;;7393080691958;
544 06 93-01;SKYDDSPLÅT;;0;719.2;;7391883168608;
544 06 93-02;SKYDDSPLÅT;;0;719.2;;7391883168615;
544 06 93-03;SATS HASPLÅT;;0;719.2;;7391883139738;
544 06 93-04;SATS;;0;719.2;;7391883169568;
544 07 03-01;SKYDDSPLÅT;;0;719.2;;7391883188644;
544 07 05-01;FJÄDER;;0;77.6;;7391883456347;
544 07 07-01;TÄNDNINGSLÅS;;0;590.4;;7391883456354;
544 07 11-03;STARTAPPARAT KPL;;0;440.8;;7391883720394;
544 07 12-52;SVÄRD 14" 3/8 JONSERED;;0;303.2;;7392930042414;
544 07 14-01;STYRHYLSA FÖRGASARE;;0;42.4;;7391883456378;
544 07 16-04;STARTAPPARAT KPL;;0;605.6;;7393089150173;
544 07 24-01;DEKAL;;0;33.6;;7391883456408;
544 07 24-02;DEKAL;;0;33.6;;7391883456415;
544 07 27-01;DEKAL;;0;33.6;;7391883456446;
544 07 27-02;DEKAL;;0;33.6;;7391883456453;
544 07 34-01;DEKAL;;0;90.4;;7392930081024;
544 07 42-01;BRÄNSLETANK;;0;472.0;;7391883456460;
544 07 44-02;MOTORKÅPA KPL;;0;3408.0;;3015272240501;
544 07 44-03;MOTORKÅPA KPL;;0;2632.0;;7393080559999;
544 07 44-04;MOTORKÅPA, FMZ1400T;;0;3728.0;;7391736426091;
544 07 65-01;SVÄRDSKÅPA;;0;262.4;;7392930081079;
544 07 76-01;HYLSA;;0;847.0;;7391883456484;
544 07 88-68;KEDJA H54 3/8" 1.5MM 68DL;;0;216.0;;7391883134924;
544 07 94-01;PACKNING;;0;37.6;;7391883456491;
544 07 95-01;CYLINDERKÅPA;;0;272.0;;7391883456507;
544 08 03-01;SKRUV;;0;12.8;;7391883456514;
544 08 08-01;LUFTFILTER;;0;112.8;;7391883456538;
544 08 08-02;LUFTFILTER;;0;121.6;;7391883456545;
544 08 08-03;LUFTFILTER;;0;121.6;;7391883456552;
544 08 14-02;SLANG;;0;29.6;;3015272222521;
544 08 15-01;KYLLUFTLEDARE;;0;80.8;;7391883456583;
544 08 18-01;SKRUV;;0;52.8;;7391883456590;
544 08 20-01;SKRUV FÖRGASARE;;0;20.0;;7391883456606;
544 08 20-02;SKRUV;;0;20.0;;7391883153376;
544 08 21-01;SKRUV;;0;13.0;;7391883456613;
544 08 23-01;INSUGSRÖR KPL;;0;360.8;;7391883456637;
544 08 25-01;KOPPLINGSKÅPA;;0;260.0;;7391883456644;
544 08 25-02;KOPPLINGSKÅPA;;0;332.8;;7391736292979;
544 08 29-01;TÄCKLOCK;;0;66.4;;7391883456682;
544 08 30-01;SLITSKYDD;;0;50.4;;7391883456699;
544 08 32-01;KOPPLING KPL;;0;461.6;;7391883456712;
544 08 33-01;OLJESIL;;0;38.4;;7391883456729;
544 08 38-01;MELLANVÄGG;;0;40.0;;7391883456736;
544 08 39-01;HANDTAG FRÄMRE;;0;420.8;;7391883456743;
544 08 40-01;FLÄNS;;0;23.2;;7391883456750;
544 08 41-01;FLÄNS;;0;26.4;;7391883456767;
544 08 42-01;OLJESLANG;;0;88.8;;7391883456774;
544 08 43-02;VÄRMESKYDD;;0;155.2;;7391883456781;
544 08 50-01;ADAPTER(USB);;0;412.0;;7391883171530;
544 08 76-01;FÄSTPLÅT;;0;51.2;;7391883456804;
544 08 83-02;CYLINDER KPL;;0;3304.0;;7391883728123;
544 08 84-04;KOLV KPL;;0;704.0;;7391736357807;
544 08 84-05;KOLV KPL;;0;704.0;;7391736357814;
544 08 87-01;KOLVRING;;0;85.6;;7391883456828;
544 08 89-05;KOLV KPL;;0;737.6;;7391736241441;
544 09 04-01;GREPP;;0;178.4;;7393080832726;
544 09 08-01;GASREGLAGE;;0;133.6;;7393080832764;
544 09 09-01;VAJER;;0;87.2;;7393080832771;
544 09 14-01;HÄVARM;;0;60.8;;7393080832825;
544 09 22-01;ARM;;0;279.2;;7393080832900;
544 09 30-04;KOLV KPL;;0;704.0;;7393080358974;
544 09 31-01;PLUGG;;0;30.4;;7391883456842;
544 09 39-01;KONSOL, ASSY;;0;684.8;;7391883456880;
544 09 40-01;KEDJELEDARPLÅT;;0;72.8;;7391883456897;
544 09 42-02;TANKENHET KPL;;0;1968.0;;7391883456903;
544 09 44-01;KABELHÅLLARE;;0;30.4;;7391883456910;
544 09 45-01;MUNSTYCKE;;0;29.6;;7391883456927;
544 09 48-01;DEKAL;;0;38.4;;7391883456934;
544 09 58-03;STARTAPPARATHUS;;0;288.8;;7393080467737;
544 09 58-04;STARTAPPARATHUS;;0;288.8;;7392930183322;
544 09 61-01;KÅPA;;0;393.6;;7391883456958;
544 09 61-02;REMKÅPA;;0;393.6;;7392930081093;
544 09 62-01;KÅPA;;0;408.0;;7391883456965;
544 09 62-02;REMKÅPA;;0;412.8;;7392930081109;
544 09 63-01;CD-ROM ELECTRONIC WORK- SHOP;;0;6.4;;3015272218869;
544 09 64-01;REMSTYRARE;;0;38.0;;7391883456972;
544 09 77-01;BUSSNING REMSTYRNING;;0;102.0;;7391883456989;
544 09 79-01;KOPPLINGSKÅPA KPL;;0;727.2;;7391883456996;
544 09 79-03;KOPPLINGSKÅPA KPL;;0;724.0;;7391883457009;
544 09 79-06;KOPPLINGSKÅPA KOMPLETT REDMAX;;0;582.4;;7391736405171;
544 09 79-07;KOPPLINGSKÅPA KPL;;0;521.6;;7391736607179;
544 09 79-08;KOPPLINGSKÅPA KPL;;0;533.6;;7391736607186;
544 09 79-09;KOPPLINGSKÅPA;;0;519.2;;7391736607193;
544 09 79-10;KOPPLINGSKÅPA KOMPLETT JONSERE;;0;533.6;;7391736607209;
544 09 84-01;KOLVRING;;0;47.2;;7393080465160;
544 09 90-01;DEKAL;;0;95.2;;7392930081116;
544 09 97-01;GASREGLAGE;;0;52.8;;7391883457016;
544 09 97-02;GASREGLAGE;;0;52.8;;7391883457023;
544 09 98-01;GASSPÄRR;;0;44.8;;7391883457030;
544 09 98-02;GASSPÄRR;;0;24.0;;7391883457047;
544 09 99-01;FJÄDER;;0;22.4;;7391883457054;
544 10 01-01;TANK;;0;462.4;;7391883457078;
544 10 02-02;HANDTAGSHALVA, HÖGER;;0;176.8;;7391883457085;
544 10 03-02;HANDTAGSHALVA, VÄNSTER;;0;193.6;;7391883457092;
544 10 08-01;RETURFJÄDER;;0;22.4;;7391883457108;
544 10 10-03;HANDTAG;;0;248.8;;7392930081123;
544 10 10-04;HANDTAGSBYGEL;;0;260.0;;7391883674505;
544 10 10-05;HANDLE.LOOP;;0;315.2;;7391883674512;
544 10 10-06;HANDLE.LOOP;;0;248.8;;7391883695104;
544 10 11-01;DISTANSBLOCK;;0;19.2;;7391883457122;
544 10 11-02;DISTANSBIT;;0;18.4;;7392930081130;
544 10 12-01;VIBRATIONSISOLATOR;;0;117.6;;7391883457139;
544 10 17-02;VIBRATIONSDÄMPARE;;0;48.8;;7391883457146;
544 10 18-01;HYLSA;;0;210.4;;7391883457153;
544 10 21-01;LINHJUL;;0;76.8;;7391883457160;
544 10 23-01;FJÄDER, MEDBRINGARE;;0;53.6;;7391883457177;
544 10 24-01;LINHJUL;;0;173.6;;7391883457184;
544 10 25-02;STARTAPPARAT;;0;279.2;;7391883714898;
544 10 33-02;KIT LEAKAGE TEST K760;;0;328.0;;7393089150647;
544 10 36-01;MONTERINGSVERKTYG VEVHU;;0;803.0;;7391883457214;
544 10 36-02;VERKTYG, CRANKSHAFT MOUNTING,;;0;879.0;;7391883457221;
544 10 37-03;SVÄRD KPL;;0;1573.0;;7391883457238;
544 10 47-04;STÄNKSKYDD;;0;906.0;;7391883457269;
544 10 49-01;TANKLOCK;;0;67.2;;7391883457290;
544 10 50-04;SLANG;;0;212.0;;7391883457313;
544 10 50-05;SLANG KPL, K3000 CNB;;0;494.0;;7391883457320;
544 10 52-04;KAPARM;;0;6094.0;;7391883457344;
544 10 57-03;LAGERHÅLLARE;;0;986.0;;7391883457351;
544 10 58-02;RÖRNIT;;0;37.6;;7391883693322;
544 10 58-03;RÖRNIT;;0;11.2;;7391883722138;
544 10 59-01;LAGER;;0;299.0;;7391883457368;
544 10 70-01;DEKAL;;0;29.6;;7391883457375;
544 10 70-02;DEKAL;;0;29.6;;7391883457382;
544 10 71-01;DEKAL;;0;34.4;;7391883457399;
544 10 71-02;DEKAL;;0;34.4;;7391883457405;
544 10 72-01;DEKAL;;0;35.2;;7391883457412;
544 10 72-02;DEKAL;;0;35.2;;7391883457429;
544 10 74-01;SKYDD;;0;264.0;;7391883457436;
544 10 74-02;SKYDD;;0;232.0;;7391883457443;
544 10 74-04;SKYDD;;0;280.0;;7392930081147;
544 10 87-01;PACKNING;;0;32.8;;7391883457450;
544 10 91-04;MOTORKROPP, K650CNB, HQV, SPAR;;0;4292.0;;7391883457474;
544 10 92-01;PACKNING;;0;29.6;;7391883457481;
544 10 93-04;VEVHUS;;0;2927.0;;7391883457504;
544 10 95-01;KABLAGESKYDD;;0;76.8;;7391883457511;
544 10 95-03;KABLAGESKYDD;;0;72.8;;7392930081154;
544 11 02-01;KÅPA;;0;280.8;;7391883457535;
544 11 06-01;REMSPÄNNARE;;0;296.0;;7391883457542;
544 11 09-04;TANKENHET KPL;;0;1272.0;;7391883457573;
544 11 09-05;TANKENHET KPL;;0;944.0;;7392930081178;
544 11 10-04;HANDTAG;;0;1083.0;;7391883457597;
544 11 12-03;TANKLOCK KPL;;0;63.2;;7391736204149;
544 11 12-04;TANKLOCK KPL;;0;63.2;;7391736204156;
544 11 14-01;SKYDDSBÅGE;;0;2144.0;;7391883457627;
544 11 15-01;SKRUV;;0;7.6;;7391883457634;
544 11 17-01;FLÄNS;;0;22.0;;7391883457696;
544 11 18-01;SVÄNGHJUL KPL;;0;756.0;;7391883457702;
544 11 21-01;HÅLLARE;;0;20.0;;7391883457733;
544 11 25-01;FÖRGASARE C1Q EL 34;;0;602.4;;7391883457740;
544 11 30-04;KLIPPKÅPA;;0;5728.0;;7391883457818;
544 11 31-01;KLIPPKÅPA KPL;;0;4888.0;;7391883457825;
544 11 37-01;SHAFT;;0;449.6;;7392930081192;
544 11 39-01;KONSOL;;0;54.0;;7391883457863;
544 11 40-09;FUEL TANK;;0;1016.0;;7393080889010;
544 11 40-13;FUEL TANK;;0;984.0;;7392930206182;
544 11 41-01;SKRUV;;0;11.2;;7391883457894;
544 11 49-01;HUVUDSPRIDARE;;0;170.4;;7391883457924;
544 11 52-01;HUS KPL;;0;316.8;;7391883457931;
544 11 53-01;KÅPA;;0;128.0;;7391883457948;
544 11 54-01;SPOLE;;0;126.4;;7391883457955;
544 11 55-01;KNOPP;;0;115.2;;7391883457962;
544 11 56-01;KNOPP;;0;56.0;;7391883457979;
